id,name,customer_type,risk_rating,country,kyc_status,pep_status,registration_date,country_risk_level,account_count,transaction_count,total_volume_usd,total_alerts,max_alert_score,avg_alert_score
502,Jessica Fowler,individual,2,ZA,verified,0,2017-03-29,2,2,46,36588.77,3,54.0,52.67
1696,Thomas Flynn,individual,2,CA,verified,0,2020-08-27,1,1,23,33070.03,3,54.0,52.67
1895,Tracy Wells,individual,2,AR,verified,0,2020-07-28,2,2,46,33885.93,2,54.0,53.0
1099,Eric Jackson,individual,2,BR,expired,0,2018-01-17,2,2,23,19784.77,1,54.0,54.0
1338,Patricia Hanson,individual,2,CA,verified,0,2019-04-21,1,2,48,2854674.38,10,53.75,50.58
718,"Craig, Drake and Browning",business,2,FR,verified,0,2023-05-15,1,2,142,1856873.77,68,53.6,47.21
825,Dunn-Wilson,business,2,JP,pending,0,2017-10-11,1,2,142,2077458.11,30,53.6,48.84
6,"Miles, Barnes and Cole",business,2,IN,verified,0,2020-10-20,2,3,213,2566991.19,28,53.6,49.2
1229,"Brown, Manning and Harris",business,2,DE,verified,0,2017-02-23,1,2,142,1249231.89,24,53.6,46.44
1113,Thomas-Huffman,business,2,AE,verified,0,2019-08-27,2,3,142,2547850.07,21,53.6,48.81
496,Acosta Inc,business,2,NO,verified,0,2017-08-07,1,3,213,2377437.9,20,53.6,49.11
1268,"Wilson, Smith and Cortez",business,2,TR,verified,0,2018-06-19,2,2,142,612433.61,20,53.6,50.69
1319,"Stephens, Thompson and Valdez",business,2,BR,verified,0,2016-10-25,2,2,142,1920680.13,20,53.6,46.78
833,"Norris, Callahan and Bishop",business,2,AU,pending,0,2022-04-12,1,2,142,1150071.85,18,53.6,51.07
1703,Hayes-Sampson,business,2,NL,verified,0,2021-03-28,1,3,213,1718308.66,18,53.6,48.99
1438,Welch-Duncan,business,2,JP,verified,0,2021-08-11,1,1,71,1096398.91,15,53.6,50.35
967,Marvin Robles,individual,2,ZA,verified,0,2021-11-09,2,3,69,80939.96,9,53.6,52.18
1856,"Kim, Lopez and Johnson",business,2,ZA,verified,0,2022-09-26,2,2,71,353957.58,7,53.6,48.83
1762,Joshua Brown,individual,2,JP,verified,0,2023-06-07,1,2,46,65448.08,12,53.0,51.65
144,Sanchez-Douglas,business,1,FR,verified,0,2021-11-28,1,3,216,12511805.08,55,52.85,42.13
380,Kane PLC Financial,financial_institution,1,CA,verified,0,2023-05-17,1,4,774,414068460.89,529,52.5,39.68
1645,Higgins Inc Financial,financial_institution,1,SE,verified,0,2022-01-13,1,3,570,328797397.15,461,52.5,38.93
58,Cummings PLC Financial,financial_institution,1,FR,verified,0,2018-03-31,1,4,760,461208221.13,452,52.5,39.32
852,Donaldson and Sons Financial,financial_institution,1,NL,verified,0,2020-01-15,1,4,760,229981332.53,419,52.5,38.99
230,Allen PLC Financial,financial_institution,1,NL,verified,0,2021-07-17,1,3,570,329539922.39,410,52.5,39.27
730,Lewis Ltd Financial,financial_institution,1,AU,verified,0,2019-12-31,1,4,760,426335488.93,401,52.5,39.78
80,"Jones, Hensley and Powell Financial",financial_institution,1,DE,verified,0,2020-12-10,1,4,760,264353020.12,351,52.5,39.38
299,"Evans, Hayden and Vaughn Financial",financial_institution,1,NO,verified,0,2016-05-26,1,4,760,235038440.8,320,52.5,39.94
98,Walters LLC Financial,financial_institution,1,DE,verified,0,2017-09-01,1,3,570,345817376.2,296,52.5,39.33
757,"James, Taylor and Turner Financial",financial_institution,1,US,verified,0,2014-04-01,1,3,570,273989383.44,294,52.5,39.87
1816,Scott PLC Financial,financial_institution,1,SE,verified,0,2020-06-20,1,3,380,151975703.44,289,52.5,39.99
1272,Campbell Group Financial,financial_institution,1,CA,verified,0,2023-04-17,1,3,570,225603824.23,261,52.5,39.64
1342,Mills PLC Financial,financial_institution,1,US,verified,0,2020-09-24,1,3,570,257694160.39,227,52.5,39.13
600,Huang-Foster Financial,financial_institution,1,DE,verified,0,2021-03-20,1,3,380,151921780.4,223,52.5,39.22
1986,Miller Group Financial,financial_institution,1,GB,verified,0,2018-03-17,1,3,380,218066754.43,212,52.5,39.21
123,"Joyce, Wilson and Lam Financial",financial_institution,1,DE,verified,0,2020-06-03,1,2,380,180737807.03,204,52.5,39.52
801,Lopez Ltd Financial,financial_institution,1,SG,verified,0,2022-02-28,1,2,380,143924536.97,196,52.5,40.25
513,"Hughes, Hoffman and Green Financial",financial_institution,1,NL,verified,0,2016-03-26,1,3,380,175871564.74,192,52.5,39.78
1993,Luna Group Financial,financial_institution,1,NO,verified,0,2023-11-27,1,3,380,98975697.19,184,52.5,38.54
235,"Lawrence, Lara and Gonzalez Financial",financial_institution,1,GB,verified,0,2021-12-18,1,3,570,57863302.04,179,52.5,38.84
7,Pacheco-Smith Financial,financial_institution,1,CH,verified,0,2019-08-29,1,2,380,147337987.76,174,52.5,38.62
679,David-Powers Financial,financial_institution,1,NL,expired,0,2020-05-08,1,3,380,138052626.12,166,52.5,39.94
1035,Spencer Group Financial,financial_institution,1,US,verified,0,2016-04-04,1,2,380,98552041.24,165,52.5,39.92
1437,Davidson LLC Financial,financial_institution,1,DE,verified,0,2020-04-21,1,2,380,139335724.93,146,52.5,39.08
110,Johnson-Doyle Financial,financial_institution,1,NL,verified,0,2015-09-06,1,2,380,101659294.46,117,52.5,40.51
1322,"Sullivan, Roth and Reed",business,1,TR,verified,0,2014-01-16,2,3,213,9074265.83,45,52.5,38.4
1893,"Robinson, Townsend and Hopkins",business,1,DE,failed,0,2017-06-30,1,2,142,2304999.98,20,52.5,40.46
1489,Moore-Chandler Financial,financial_institution,1,NO,verified,0,2014-05-14,1,3,570,166968056.19,216,52.0,39.09
25,"Walter, Edwards and Rios",business,2,MX,verified,0,2020-08-17,2,3,213,1426444.81,37,52.0,49.48
135,Mary Marshall,individual,2,SE,pending,0,2016-01-21,1,4,124,432138.5,33,52.0,42.55
129,Elizabeth Parker,individual,2,DE,verified,0,2019-01-14,1,4,109,304680.99,27,52.0,43.6
1235,Christopher Palmer,individual,2,JP,verified,0,2022-08-14,1,3,69,62225.47,23,52.0,50.78
1078,"Perez, Clark and Pearson",business,2,US,verified,0,2022-03-04,1,1,71,2484216.42,16,52.0,46.04
1196,Jenna Bryant,individual,2,FR,verified,0,2021-12-11,1,2,60,184096.64,16,52.0,43.66
132,Megan Orr,individual,2,NO,verified,0,2022-12-13,1,4,94,2024520.83,15,52.0,49.17
720,Corey Fox,individual,2,NO,verified,0,2016-03-28,1,4,92,68963.1,14,52.0,52.0
1013,Fernando Lynn,individual,2,CA,verified,0,2014-08-19,1,3,69,71267.36,14,52.0,51.33
1027,Parker Group,business,2,NL,verified,0,2019-11-26,1,1,71,823048.25,14,52.0,47.86
1240,Patricia Garrett,individual,2,CA,verified,0,2014-06-14,1,4,92,73767.9,14,52.0,52.0
753,Linda Mueller,individual,2,JP,verified,0,2018-08-23,1,4,92,85888.62,12,52.0,50.96
1394,Kelli Smith,individual,2,SE,verified,0,2015-02-23,1,4,92,99008.91,12,52.0,51.74
340,William Buchanan,individual,2,BR,verified,0,2022-01-19,2,2,48,1874991.9,11,52.0,49.0
1574,Caroline Bailey,individual,2,SE,verified,0,2014-02-14,1,4,92,90374.26,11,52.0,52.0
491,Howard Norman,individual,2,BR,verified,0,2022-11-15,2,3,69,53667.03,10,52.0,50.13
1043,Jay Mcneil,individual,2,AU,pending,0,2023-04-08,1,4,92,84990.59,10,52.0,48.46
1092,Ralph Yoder,individual,2,SG,verified,0,2019-12-08,1,4,92,58678.49,10,52.0,51.06
1566,James Hamilton,individual,2,FR,verified,0,2014-06-13,1,2,46,81807.03,10,52.0,50.06
1649,Christopher Rogers,individual,2,NO,verified,0,2021-07-14,1,4,92,75830.9,10,52.0,50.13
1964,Dwayne Bruce,individual,2,TR,verified,0,2022-04-02,2,2,46,36716.6,10,52.0,50.13
158,Michelle Brown,individual,2,JP,verified,0,2016-11-28,1,4,92,75438.2,9,52.0,52.0
268,Richard Adams,individual,2,US,verified,0,2015-05-08,1,3,69,54468.08,9,52.0,52.0
396,Kathryn Whitaker,individual,2,CH,verified,0,2016-12-20,1,3,69,78054.05,9,52.0,52.0
434,Matthew Bates,individual,2,SE,verified,0,2014-08-30,1,4,92,66231.14,9,52.0,52.0
591,Matthew Fox,individual,2,CA,verified,0,2016-04-29,1,3,69,43602.37,9,52.0,52.0
592,Christopher Barr,individual,2,CH,verified,0,2022-01-29,1,4,69,55789.77,9,52.0,51.31
743,Katherine Kelly DVM,individual,2,SE,pending,0,2014-12-03,1,4,92,69813.76,9,52.0,52.0
771,Leslie Gardner,individual,2,IN,pending,0,2019-09-18,2,4,92,78376.96,9,52.0,50.84
891,Jennifer Mitchell,individual,2,SE,expired,0,2014-05-30,1,2,46,28584.88,9,52.0,52.0
1478,Brandon Smith,individual,2,JP,verified,0,2016-02-02,1,4,92,148657.36,9,52.0,50.96
1628,Ricardo Franklin,individual,2,BR,verified,0,2015-06-04,2,3,69,63675.61,9,52.0,52.0
1682,Marsh Group,business,2,AE,verified,0,2015-05-09,2,1,71,49394.42,9,52.0,52.0
1723,Andrews-Jackson,business,2,NL,verified,0,2021-08-06,1,1,71,1509305.77,9,52.0,44.87
24,Morales-Jones,business,2,MX,pending,0,2016-04-10,2,1,71,86617.25,8,52.0,50.88
176,Matthew Harrington,individual,2,AU,verified,0,2020-06-08,1,2,46,228486.81,8,52.0,48.99
316,Dr. Paul Morgan,individual,2,AU,verified,0,2016-08-18,1,4,92,102549.03,8,52.0,49.65
355,Jill Lam,individual,2,GB,verified,0,2021-04-07,1,3,69,51528.81,8,52.0,52.0
374,Phillip Andrews,individual,1,SG,verified,0,2022-09-24,1,3,47,2135280.64,8,52.0,46.13
390,Katelyn Estrada,individual,2,ZA,failed,0,2019-07-07,2,2,46,60009.52,8,52.0,50.83
531,Penny Bowman,individual,2,AE,failed,0,2017-08-09,2,3,69,55856.88,8,52.0,52.0
557,Michelle Lee,individual,2,TR,pending,0,2015-12-16,2,4,69,67769.91,8,52.0,52.0
674,Patricia Cardenas,individual,2,AU,verified,0,2019-01-08,1,3,46,59810.46,8,52.0,52.0
832,Cynthia Cochran,individual,2,JP,verified,0,2021-09-05,1,2,46,37096.78,8,52.0,52.0
1012,Benjamin Singleton,individual,2,CH,verified,0,2023-02-13,1,2,46,24420.8,8,52.0,52.0
1138,Alexandra Fisher,individual,2,AR,verified,0,2017-04-01,2,2,46,19298.24,8,52.0,52.0
1417,Michael Watson,individual,2,AU,verified,0,2014-08-11,1,3,69,78884.86,8,52.0,50.7
1555,Felicia Hobbs,individual,2,NL,verified,0,2015-12-04,1,3,69,36525.13,8,52.0,52.0
1896,Michael Williams,individual,2,AU,verified,0,2014-04-02,1,2,46,32574.88,8,52.0,52.0
18,Henry Santiago,individual,2,HK,verified,0,2016-09-16,2,2,46,51814.68,7,52.0,50.66
56,Andre Rivera,individual,2,DE,verified,0,2020-07-22,1,3,69,45918.82,7,52.0,52.0
91,Lisa Archer,individual,2,TH,verified,0,2022-12-20,3,1,23,24126.0,7,52.0,52.0
209,Bryan Lee,individual,2,CA,verified,0,2015-11-02,1,2,46,70429.75,7,52.0,52.0
272,Kimberly Gibson,individual,2,SG,verified,0,2017-06-18,1,4,92,76463.87,7,52.0,52.0
366,Bradley Reynolds,individual,2,IN,verified,0,2017-02-18,2,2,46,54278.31,7,52.0,50.51
444,Mary Walter,individual,2,CA,verified,0,2015-05-02,1,4,92,61038.62,7,52.0,52.0
462,Zachary Brooks,individual,2,JP,pending,0,2020-07-19,1,3,69,47279.78,7,52.0,52.0
861,Matthew Banks,individual,2,DE,verified,0,2023-06-30,1,1,24,467211.45,7,52.0,49.21
905,Paul Marks,individual,2,DE,verified,0,2018-07-09,1,4,69,60907.11,7,52.0,52.0
976,Joseph Moody,individual,2,CA,verified,0,2021-01-02,1,2,46,34281.89,7,52.0,52.0
981,Michele Bell,individual,2,CA,pending,0,2016-09-26,1,3,69,58261.4,7,52.0,51.55
1006,Michael Bell,individual,2,AR,verified,0,2018-11-04,2,4,92,78784.7,7,52.0,52.0
1170,Megan Saunders,individual,2,NL,pending,0,2017-04-03,1,4,69,42590.08,7,52.0,52.0
1298,Lawrence Wilkinson,individual,2,AU,verified,0,2018-06-25,1,4,92,98344.38,7,52.0,50.51
1301,Albert Hunter,individual,2,DE,pending,0,2019-09-16,1,3,69,44348.39,7,52.0,52.0
1321,Jamie Solomon,individual,2,US,verified,0,2017-01-19,1,2,46,44501.17,7,52.0,52.0
1479,Jason Floyd,individual,2,SE,verified,0,2014-10-19,1,2,46,26877.95,7,52.0,52.0
1503,Corey Norris,individual,2,CH,expired,0,2022-06-09,1,1,23,13171.06,7,52.0,50.21
1540,Ralph Howe,individual,2,JP,verified,0,2023-05-31,1,2,46,59899.93,7,52.0,52.0
1545,Ethan Ingram,individual,2,HK,verified,0,2016-02-29,2,3,46,34220.63,7,52.0,52.0
1604,Erik Jacobs,individual,2,FR,verified,0,2014-10-12,1,2,67,196869.68,7,52.0,48.14
1624,Jason Newton,individual,2,AE,expired,0,2021-04-23,2,4,69,89986.79,7,52.0,50.66
1657,Cynthia Chapman,individual,2,BR,verified,0,2015-05-15,2,2,46,40612.21,7,52.0,50.51
1681,Robert Mclaughlin,individual,2,SG,verified,0,2018-02-03,1,3,69,79401.66,7,52.0,50.51
1775,Kristen Cole,individual,2,ZA,verified,0,2018-12-18,2,3,46,77458.5,7,52.0,49.62
1778,Debra House,individual,2,DE,verified,0,2021-02-13,1,1,23,10302.65,7,52.0,49.32
1,Allison Hill,individual,2,GB,verified,0,2021-03-04,1,2,46,30450.88,6,52.0,52.0
139,Robert Potter,individual,2,HK,verified,0,2018-08-12,2,2,46,81471.08,6,52.0,50.27
192,Madison Poole,individual,2,TR,pending,0,2023-01-08,2,2,46,63936.75,6,52.0,52.0
208,Michael Nelson,individual,2,SG,verified,0,2019-12-20,1,2,46,40049.14,6,52.0,52.0
273,Colin Terry,individual,2,HK,verified,0,2022-08-18,2,2,46,29270.73,6,52.0,50.96
280,Charles Pitts,individual,2,US,verified,0,2016-07-27,1,4,46,51883.7,6,52.0,52.0
326,Susan Turner,individual,2,FR,verified,0,2023-06-07,1,2,46,36897.92,6,52.0,52.0
376,Lisa Day,individual,2,NL,verified,0,2019-03-26,1,3,46,41312.82,6,52.0,52.0
422,Laura Lopez,individual,2,AU,verified,0,2018-09-02,1,2,46,41382.25,6,52.0,52.0
453,Joseph Burch,individual,2,AR,verified,0,2014-02-20,2,3,46,31612.84,6,52.0,52.0
529,William Day,individual,2,CH,verified,0,2014-10-23,1,2,46,25131.43,6,52.0,52.0
658,Victor Baxter,individual,2,SG,verified,0,2019-11-23,1,1,23,22473.22,6,52.0,49.92
669,Jill Powers,individual,2,SE,verified,0,2023-09-12,1,1,23,13808.85,6,52.0,52.0
733,Timothy Edwards,individual,2,SE,verified,0,2016-04-27,1,4,69,60739.33,6,52.0,52.0
772,Krista Benton,individual,2,SG,failed,0,2017-04-05,1,3,69,54127.45,6,52.0,52.0
809,Harold Ellis,individual,2,SG,verified,0,2014-06-14,1,4,69,63288.2,6,52.0,52.0
880,Todd Johnson,individual,2,GB,verified,0,2019-02-12,1,2,46,224353.55,6,52.0,47.85
917,Nathan Nelson,individual,2,FR,verified,0,2017-12-17,1,2,46,30227.06,6,52.0,52.0
984,Casey Johnson,individual,2,NL,verified,0,2019-06-27,1,2,46,24499.64,6,52.0,52.0
986,Gary Mendez,individual,2,CH,verified,0,2022-07-08,1,3,69,58609.11,6,52.0,52.0
1033,Anne Barnett,individual,2,KE,verified,0,2023-09-17,3,3,69,59631.76,6,52.0,50.27
1083,Maria Coleman,individual,2,US,verified,0,2016-06-04,1,3,69,51397.25,6,52.0,52.0
1087,"Levy, Franco and Hoffman",business,2,CH,verified,0,2023-09-15,1,1,71,41208.53,6,52.0,52.0
1206,Jennifer Lynch,individual,2,US,verified,0,2021-04-13,1,3,69,45561.36,6,52.0,50.27
1260,Joshua Park,individual,2,AR,verified,0,2019-07-14,2,2,46,235978.85,6,52.0,49.58
1269,Patrick Williams,individual,2,PH,verified,0,2023-07-09,3,2,46,43238.42,6,52.0,47.83
1282,Jason Brewer,individual,2,DE,verified,0,2017-04-08,1,3,69,49739.91,6,52.0,52.0
1294,Richard Joseph,individual,2,SG,pending,0,2016-03-27,1,3,46,104159.83,6,52.0,50.75
1343,Samantha Jacobs,individual,2,CH,verified,0,2020-09-20,1,4,69,49839.8,6,52.0,52.0
1472,Rhonda Gutierrez,individual,2,TR,verified,0,2014-10-24,2,4,69,50225.7,6,52.0,52.0
1484,William Espinoza,individual,2,US,verified,0,2020-05-03,1,3,77,108279.7,6,52.0,52.0
1652,Nicholas Woodward,individual,2,SE,verified,0,2021-07-22,1,4,69,50697.54,6,52.0,52.0
1664,Christopher Powers,individual,2,PK,expired,0,2018-05-20,3,2,46,33880.07,6,52.0,52.0
1679,Leon Erickson,individual,2,SE,verified,0,2017-04-10,1,2,46,24162.74,6,52.0,52.0
1719,Denise Moore,individual,2,HK,verified,0,2022-01-16,2,2,46,28714.73,6,52.0,52.0
1780,Mr. Kevin Nixon,individual,2,CA,verified,0,2023-03-19,1,3,69,46620.98,6,52.0,52.0
1820,Adam Smith,individual,2,NO,verified,0,2019-03-02,1,2,46,23031.06,6,52.0,52.0
33,Kyle Mcdonald,individual,2,US,expired,0,2019-03-05,1,2,46,41044.13,5,52.0,52.0
175,Joshua Cooke,individual,2,ZA,failed,0,2023-08-06,2,2,46,27354.97,5,52.0,52.0
222,Melissa Hernandez,individual,2,TR,verified,0,2019-05-05,2,3,69,55152.54,5,52.0,51.37
229,Daniel Guerrero,individual,2,AR,verified,0,2019-06-16,2,1,23,9427.78,5,52.0,52.0
324,Stephen Hoffman,individual,2,NO,verified,0,2022-12-17,1,2,46,42921.58,5,52.0,52.0
433,Matthew Rangel,individual,2,AR,verified,0,2016-01-18,2,1,23,10006.38,5,52.0,52.0
484,Harold Morgan,individual,2,DE,verified,0,2023-09-29,1,1,23,19779.7,5,52.0,52.0
518,Sarah Flores,individual,2,ZA,verified,0,2014-04-02,2,2,46,39767.44,5,52.0,52.0
599,"Hill, Martinez and Rhodes",business,2,DE,pending,0,2015-02-17,1,1,71,216729.25,5,52.0,52.0
622,Small-Anderson,business,2,HK,verified,0,2020-04-23,2,1,71,189661.68,5,52.0,50.88
702,Lauren Cortez,individual,2,CA,failed,0,2019-04-12,1,2,46,33923.66,5,52.0,52.0
912,Patrick Smith,individual,2,DE,verified,0,2014-09-20,1,1,23,19775.07,5,52.0,52.0
1136,Jeremy Martinez,individual,2,FR,verified,0,2020-07-28,1,3,69,54339.8,5,52.0,52.0
1175,Ryan Grant,individual,2,TR,verified,0,2022-10-09,2,3,69,48008.28,5,52.0,52.0
1212,Marcus Roberts,individual,2,AU,verified,0,2015-01-27,1,2,46,28726.91,5,52.0,52.0
1257,Tyler Medina,individual,2,CH,verified,0,2022-10-05,1,2,46,38409.71,5,52.0,52.0
1346,Matthew Winters,individual,2,NO,verified,0,2016-06-15,1,1,23,17811.53,5,52.0,52.0
1599,Zachary Mooney,individual,2,NO,verified,0,2018-04-03,1,1,23,27180.31,5,52.0,52.0
1610,Barry Patel,individual,2,JP,verified,0,2018-12-26,1,3,69,47551.7,5,52.0,52.0
1963,Richard Perez,individual,2,NL,verified,0,2018-04-15,1,2,46,26068.64,5,52.0,52.0
19,Melinda Jones,individual,2,US,verified,0,2017-11-16,1,3,46,55176.25,4,52.0,52.0
27,David Hoffman,individual,2,US,pending,0,2020-07-28,1,2,46,40995.65,4,52.0,52.0
40,Mark Lynch,individual,2,CA,verified,0,2021-10-14,1,2,46,46620.96,4,52.0,49.4
94,Steve Newton,individual,2,JP,verified,0,2015-04-21,1,1,23,30540.24,4,52.0,51.21
151,Jessica Meadows,individual,2,SG,verified,0,2017-02-13,1,2,23,20113.13,4,52.0,52.0
185,Todd Gonzalez,individual,2,GB,verified,0,2019-09-09,1,4,69,62374.61,4,52.0,52.0
233,Michele Gibson,individual,2,AU,verified,0,2021-04-22,1,2,23,17060.24,4,52.0,52.0
244,Shannon Matthews,individual,2,NL,failed,0,2019-08-25,1,2,46,34991.94,4,52.0,52.0
321,Caleb Richardson,individual,2,TR,pending,0,2022-09-04,2,3,69,65593.65,4,52.0,49.4
335,Jack Pollard,individual,2,HK,verified,0,2022-07-11,2,1,23,28776.94,4,52.0,52.0
337,Donald Donaldson,individual,2,AR,verified,0,2014-12-24,2,2,46,51900.04,4,52.0,52.0
359,Larry Garcia,individual,2,US,verified,0,2018-11-15,1,2,46,65789.02,4,52.0,51.21
365,Melissa Wells,individual,2,SE,expired,0,2017-04-13,1,1,23,23245.75,4,52.0,52.0
438,Susan Davis DDS,individual,2,NO,verified,0,2015-11-18,1,2,46,59072.79,4,52.0,52.0
521,Marcia Leon,individual,2,HK,verified,0,2017-06-18,2,2,46,44195.9,4,52.0,52.0
556,Stephanie Li,individual,2,SG,verified,0,2017-08-15,1,2,46,38616.53,4,52.0,52.0
571,Kathryn Williams,individual,2,AU,verified,0,2014-08-18,1,2,46,35267.86,4,52.0,52.0
648,Carlos Perry,individual,2,SE,verified,0,2019-09-30,1,3,46,26888.28,4,52.0,52.0
717,Donna Shaw,individual,2,HK,verified,0,2019-06-01,2,2,46,42484.01,4,52.0,52.0
737,Kimberly Reyes,individual,2,GB,verified,0,2018-10-09,1,1,23,50011.98,4,52.0,52.0
755,Misty Hansen,individual,2,BR,verified,0,2020-07-28,2,2,46,29370.5,4,52.0,52.0
799,Justin Mullen,individual,2,TR,verified,0,2018-07-08,2,2,46,44687.23,4,52.0,49.4
875,Michael Heath,individual,2,SG,verified,0,2017-10-06,1,2,46,61176.58,4,52.0,49.65
911,Stephanie Craig,individual,2,DE,verified,0,2022-01-03,1,1,23,20349.33,4,52.0,52.0
919,Cassie Brock,individual,2,AE,verified,0,2018-01-24,2,3,46,32055.79,4,52.0,52.0
937,Keith Graham,individual,2,HK,expired,0,2015-12-10,2,1,23,11850.22,4,52.0,52.0
947,Cindy Gates,individual,2,NO,pending,0,2021-01-11,1,1,23,14021.13,4,52.0,52.0
1070,Michele Hill,individual,2,NL,verified,0,2017-10-09,1,3,46,38077.39,4,52.0,52.0
1085,Michael Holloway,individual,2,BR,verified,0,2023-04-29,2,1,23,10521.56,4,52.0,52.0
1100,Kristin Carter,individual,2,CA,expired,0,2017-08-02,1,3,46,45501.85,4,52.0,52.0
1139,Joseph Dean,individual,2,SE,expired,0,2019-11-18,1,2,46,33813.1,4,52.0,52.0
1264,Benjamin Thompson,individual,2,IN,verified,0,2023-04-20,2,2,46,26416.78,4,52.0,52.0
1285,Sarah York,individual,2,HK,verified,0,2015-03-14,2,2,46,38398.35,4,52.0,52.0
1360,Lisa Braun,individual,2,US,verified,0,2022-12-09,1,2,46,32656.86,4,52.0,52.0
1401,Derek Perez,individual,2,JP,verified,0,2022-09-19,1,1,23,15162.49,4,52.0,52.0
1420,Devin Young,individual,2,US,verified,0,2021-08-27,1,1,23,25856.69,4,52.0,52.0
1439,Andrea Martin,individual,2,ZA,verified,0,2017-01-09,2,3,23,51642.92,4,52.0,49.4
1490,Krista Martinez,individual,2,SG,verified,0,2022-03-31,1,2,24,1115540.9,4,52.0,49.63
1565,Patrick Kelley,individual,2,JP,verified,0,2016-05-15,1,1,23,25214.94,4,52.0,52.0
1568,James Duncan,individual,2,CA,verified,0,2022-10-15,1,2,46,28825.27,4,52.0,52.0
1602,Kelly Gregory,individual,2,GB,verified,0,2017-05-25,1,4,46,54275.75,4,52.0,49.65
1609,Mary Cunningham,individual,2,IN,verified,0,2015-03-09,2,2,46,66451.91,4,52.0,49.4
1629,Michelle Long,individual,2,GB,pending,0,2018-04-14,1,2,46,40615.95,4,52.0,52.0
1662,Scott Estrada,individual,2,SE,verified,0,2015-06-01,1,2,46,14809.61,4,52.0,52.0
1708,John Russo,individual,2,CH,verified,0,2015-11-10,1,2,46,34236.96,4,52.0,52.0
1712,Sean Wilson,individual,2,NL,failed,0,2018-01-04,1,1,23,20868.99,4,52.0,52.0
1831,Jeffery Berger,individual,2,NO,verified,0,2019-03-27,1,1,23,13242.83,4,52.0,48.88
37,Jeffrey Chavez,individual,2,US,verified,0,2023-04-05,1,2,46,35183.13,3,52.0,52.0
64,Scott Wright,individual,2,HK,verified,0,2020-12-16,2,1,23,13363.8,3,52.0,52.0
75,Edward Novak,individual,2,SG,verified,0,2022-09-16,1,2,46,33354.94,3,52.0,52.0
107,Stacey Russell,individual,2,SG,expired,0,2019-07-21,1,2,23,23633.81,3,52.0,52.0
156,Devon Flores,individual,2,BR,verified,0,2020-08-27,2,1,23,43366.36,3,52.0,52.0
162,Karen Bender,individual,2,NO,verified,0,2016-01-27,1,1,23,4616.15,3,52.0,52.0
262,Travis Holland,individual,2,SG,expired,0,2015-03-18,1,1,23,18093.31,3,52.0,52.0
270,Mary Grimes,individual,2,NG,pending,0,2017-08-27,3,2,23,21063.98,3,52.0,52.0
298,Jeremy Reed,individual,2,SE,expired,0,2014-08-16,1,1,23,28117.01,3,52.0,50.95
360,Sarah Curtis,individual,2,NO,verified,0,2015-03-04,1,1,23,13636.95,3,52.0,52.0
387,Jeff Lawson,individual,2,DE,verified,0,2021-09-08,1,2,46,40335.81,3,52.0,52.0
543,Patricia Baker,individual,2,BR,verified,0,2023-08-05,2,2,46,50850.14,3,52.0,52.0
580,Melissa Johnson,individual,2,IN,verified,0,2023-05-28,2,2,46,28629.81,3,52.0,52.0
588,Reginald Knapp,individual,2,MX,failed,0,2022-07-27,2,1,23,16490.37,3,52.0,52.0
595,John Bernard,individual,2,MA,verified,0,2019-02-08,3,3,23,19283.5,3,52.0,52.0
601,Raymond Thomas,individual,2,US,failed,0,2023-10-14,1,1,23,37560.57,3,52.0,52.0
611,Sherry Woods,individual,2,IN,verified,0,2020-06-14,2,2,46,43312.84,3,52.0,52.0
638,Jesse Zhang,individual,2,TH,verified,0,2018-11-04,3,2,46,38399.79,3,52.0,52.0
741,Lisa Larson,individual,2,SG,verified,0,2014-04-05,1,1,23,10216.68,3,52.0,52.0
790,Alexander Garcia,individual,2,NL,pending,0,2016-08-23,1,1,23,14865.96,3,52.0,52.0
810,Michael Mcbride,individual,2,IN,verified,0,2015-11-19,2,1,23,18072.71,3,52.0,52.0
844,Debra Perry,individual,2,SE,verified,0,2023-11-09,1,1,23,18734.71,3,52.0,52.0
855,Mr. Michael Williams,individual,2,GB,verified,0,2019-09-19,1,1,23,10984.22,3,52.0,52.0
883,Steven Blevins,individual,2,SG,verified,0,2018-06-17,1,3,69,50890.56,3,52.0,52.0
899,Brandon Hamilton,individual,2,GB,verified,0,2019-10-28,1,4,92,95573.04,3,52.0,52.0
951,Sarah Hawkins,individual,2,NL,pending,0,2021-05-05,1,2,46,33335.6,3,52.0,50.58
964,Lucas Jensen,individual,2,FR,verified,0,2018-10-05,1,1,23,14307.84,3,52.0,52.0
974,Pamela Key,individual,2,NO,verified,0,2023-05-21,1,2,23,24506.43,3,52.0,52.0
1021,Mary Evans,individual,2,NL,expired,0,2023-10-27,1,2,46,38993.55,3,52.0,52.0
1037,Karen Keith,individual,2,SG,pending,0,2023-06-06,1,2,46,27492.32,3,52.0,52.0
1044,Zachary Burton,individual,2,AU,verified,0,2014-07-25,1,1,23,12134.92,3,52.0,52.0
1052,Rachel Dillon,individual,2,MX,verified,0,2015-10-12,2,1,23,15474.75,3,52.0,52.0
1105,Stephen Watson,individual,2,IN,verified,0,2017-02-16,2,1,23,11111.35,3,52.0,52.0
1134,Linda Williams,individual,2,ZA,verified,0,2014-08-31,2,2,46,43463.12,3,52.0,52.0
1135,Russell Williams,individual,2,CH,verified,0,2023-07-05,1,1,23,24431.65,3,52.0,52.0
